lon,lat,att,prop_crustacea,prop_rhizaria,prop_gelatinous,prop_mollusca,prop_other,abund,biovol,ta_ric_1,ta_div_1,ta_eve_1,ss_slope,mo_size_mean,mo_grey_mean,mo_ric,mo_div,mo_eve
-0.125,-8.875,0.35569301106958934,0.49056603773584906,0.41509433962264153,0.07547169811320754,0,0.018867924528301886,53,439.25568182169144,10,1.4435085949356758,0.7144685223629552,-2.6296594457117988,-0.49096598628889676,-1.6305408255070597,0.2927019862750292,0.8162305776879754,0.866051
-0.125,67.125,0.3386235004936231,0.8584070796460177,0,0.04424778761061947,0,0.09734513274336283,113,795.9948067537777,6,0.6498627452027621,0.38370369694059264,-3.7604471095548213,0.7537122508972971,-2.068943295674408,0.328986672373556,0.6207330288404992,0.712727
-0.375,67.125,0.3422501686283401,0.7940270935960592,0.05665024630541872,0.07481527093596059,0,0.07450738916256158,86,2240.124623165485,8.5,0.9370807573571398,0.4761676967782822,-2.5207513924725804,1.5861866742676751,-2.3740180317882995,0.258799897408595,0.6990646847558821,0.7853625
-0.625,67.125,0.34587891309928803,0.8455882352941176,0.022058823529411766,0.029411764705882353,0,0.10294117647058823,136,1368.6469615426963,7,0.6833359605091005,0.3700612610478285,-3.1724366773223385,0.7384387118283268,-2.1734484307494744,0.3926538012770096,0.6329553084571963,0.718113
-1.875,65.625,0.3611913752995761,0.9195402298850575,0.034482758620689655,0,0,0.04597701149425287,87,637.7504756095825,5,0.47605133763682,0.3152400000427617,-3.1867130283142644,-0.14090794860014244,-2.2352574501413374,0.19211656193915208,0.6304703595423253,0.74265
-100.625,-16.875,0.42782899299968663,0.24418826705286978,0.7047879525659447,0.026893687707641195,0,0.024130092673544327,30.571428571428573,434.91245499925463,6.714285714285714,1.059893018139187,0.6689375426247209,-2.4138868416104073,1.3276804864979663,1.931468328640185,0.12112147119179417,0.7760445091323767,0.8444578571428571
-101.875,-18.625,0.38442919696813566,0.45,0.45,0,0,0.1,20,520.7888259361816,6,1.05043138098033,0.7291505013799472,-1.4643331241078177,2.0920184688726593,0.4928581246253478,0.10964786650544453,0.7490163905547008,0.84281
-102.875,6.375,0.4678169438883825,0.3626692456479691,0.49161831076724694,0.02127659574468085,0,0.12443584784010316,40,500.5136614018436,7,1.1936299664944667,0.7239564340048719,-3.07818911507864,1.019304812546126,1.3297682735371588,0.2070101413532886,0.7942782283233238,0.871352
-103.125,6.375,0.4669245718366254,0.5901397981613687,0.2862720565956157,0.05841416070603802,0.01313522825150732,0.05203875628547014,22.833333333333332,4034.9539819540128,6.833333333333333,1.1017087644243453,0.7401648925004994,-2.299620040712619,1.3170514379496618,1.1528473368929835,0.097165916924308,0.7639096788291404,0.870868
-107.875,-28.125,0.36300572575420237,0.21428571428571427,0.7142857142857143,0,0,0.07142857142857142,14,240.44720689909755,5,1.1024225814557598,0.8905362627384917,-2.613758731802981,2.2024202622275566,0.9312934045589857,0.022329917461192943,0.7685868706096652,0.862552
-109.125,10.375,0.47282422508170824,0.39285714285714285,0.5,0.03571428571428571,0,0.07142857142857142,28,316.56758831057846,8,1.4263208238710592,0.8318386902369397,-2.449212155103029,1.1949168312033478,0.9948833519567694,0.16979638469635455,0.7971948281339506,0.843185
-113.625,12.375,0.4736685721734152,0.4576271186440678,0.2033898305084746,0.2711864406779661,0.03389830508474576,0.03389830508474576,59,464.9977177559608,10,1.4574191492325974,0.7133952978558262,-2.858459346141177,0.5710979179029065,1.6747603436958975,0.28764494283651004,0.7794298772191313,0.821668
-116.625,14.125,0.47055259412641587,0.5604183535762484,0.12076923076923077,0.23032388663967612,0.022051282051282053,0.06643724696356275,17.4,956.3425437845701,5.2,1.1415921386220402,0.8967431193731611,-2.2685008979213457,1.7831035260157975,1.2783396803422369,0.07520175754648917,0.7617677060250986,0.854276
-117.875,15.625,0.4575209342260147,0.6,0.15,0.1,0,0.15,20,1114.2386282003256,8,1.2575881172999064,0.7763850542443267,-1.9024997302370048,2.0714117339243225,1.2122149350678708,0.11389322363885533,0.7766068511731358,0.880024
-118.875,17.125,0.41422398157980883,0.4666666666666667,0.13333333333333333,0.13333333333333333,0,0.26666666666666666,15,661.2460831418008,7,1.3629700956317927,0.9314728310210165,-1.119992969054672,3.8114249969383485,0.37615228927953764,0.12707492045728064,0.7695560191759314,0.899503
-119.375,19.125,0.38522371100616365,0.5172413793103449,0.2413793103448276,0.1724137931034483,0.034482758620689655,0.034482758620689655,29,323.7109906455057,7,1.3520667012466903,0.8271924399194145,-1.9866206791235106,0.9493958070853666,0.8481913869601663,0.22433912095956465,0.7945048224074853,0.890952
-119.625,21.875,0.3909585246846591,0.42857142857142855,0.42857142857142855,0.09523809523809523,0.047619047619047616,0,21,378.39200786219186,6,1.1720364688221638,0.8077519273669524,-2.613758731802981,2.2930243932536367,0.033505445441154066,0.12400136168917704,0.8040836513302938,0.799339
-119.625,24.375,0.4137608560350181,0.5833333333333334,0.3333333333333333,0,0,0.08333333333333333,12,121.14765943476112,5,1.0018057435443244,0.8392527045039627,-1.6109912262135164,1.164085287610428,1.7260434245960614,0.03515187304803121,0.8324940456063146,0.875286
-119.625,26.125,0.44982295396326016,0.75,0.2,0.05,0,0,20,380.47878102489295,4,0.9238600477091852,0.7969240181281766,-2.0896973294454924,2.192570758676483,0.18175316039762499,0.10705227506627182,0.7740370649033915,0.858037
-120.125,32.625,0.49987804748100356,0.25280898876404495,0.7247191011235955,0.02247191011235955,0,0,178,957.4770405219055,11,0.8632064697126582,0.3795618107732545,-2.613758731802981,-0.12893742109050885,2.8349546869697115,0.35919260476050374,0.8470365597499588,0.756577
-120.375,32.625,0.5003510013521313,0.20459611787509283,0.7339448650747428,0.02597446019111715,0.0016501650165016502,0.0338343918425456,208,1306.86818279389,10.666666666666666,0.8749807489148302,0.3907273404829785,-4.967381951280785,-0.3718233714081979,2.668500901227986,0.4070627770942667,0.8214903497198222,0.6974826666666667
-120.625,32.625,0.5142157144966872,0.14942694757213096,0.8087212419341301,0.025499548754649153,0,0.016352261739089755,177.42857142857142,1892.2675289024392,8.142857142857142,0.7000349747183996,0.3506746237529493,-3.907216190633,-0.46456766170208863,2.8555692098979275,0.33370573457853925,0.7983220110968926,0.6948938571428571
-120.625,32.875,0.5014621468678312,0.34586351386844527,0.5570862513106295,0.06914598795763033,0,0.02790424686329489,91.375,1415.439508786583,7.875,1.1346402311689354,0.6178872819560696,-3.3271846938881193,0.5544343803951919,2.305184990146588,0.352737891773688,0.8051935135909448,0.774081375
-120.625,33.875,0.4842972170953999,0.11363636363636363,0.8045454545454546,0.06363636363636363,0,0.01818181818181818,220,1867.460724308733,10,0.8507851630115133,0.3855238294012698,-3.816481785552368,0.14047442414964967,3.297936642567328,0.4246529366054533,0.8144869784039562,0.675675
-120.875,32.875,0.5007339530782661,0.33169002125478003,0.5487469605213308,0.07800781082704612,0.0021689259645464023,0.039386281432296735,149.5,3239.1849260642603,11.666666666666666,1.2697108568080844,0.5566939906005411,-3.144472762543568,0.6229952539712837,2.1077507975653225,0.4818836087639796,0.8173975021509026,0.7674035
-120.875,33.625,0.48877154630132374,0.1323095823095823,0.7944717444717444,0.04791154791154791,0,0.025307125307125308,147.5,1065.2327993795873,9.5,0.8395139073823177,0.40039135825782524,-3.5428077104337286,-0.11446996591020278,3.159477945495211,0.27293430502153926,0.8122476923056294,0.679925
-120.875,33.875,0.4835581596213293,0.09569987021388847,0.874341235352644,0.01932140669789703,0,0.010637487735570545,411.6666666666667,3091.4837780625235,9.666666666666666,0.5142151608716369,0.23821752251381195,-4.928005713201232,-0.3953729910406097,3.434238022748612,0.401765426383963,0.7435889326802589,0.6298693333333333
-121.125,33.625,0.4901036094131685,0.23924851380450604,0.6408354151435655,0.08484922104836488,0,0.03506685000356357,145.375,21827.07445206564,10.875,1.1570454935815047,0.5206125591070497,-3.332990962905416,0.4623965488371709,2.7353886428124996,0.38962573295325126,0.8164743974521728,0.748358625
-121.125,34.125,0.4813332973282865,0.12374581939799331,0.8695652173913043,0.0033444816053511705,0,0.0033444816053511705,299,1586.2213772978116,6,0.4560934889206987,0.2611251487483947,-2.613758731802981,-0.14693969034181617,3.1492461880018143,0.2893700250919226,0.7904686563088416,0.663956
-121.375,34.375,0.4824141606118672,0.661695392853719,0.19576131142707298,0.09874662548367061,0.004204097514760865,0.03959257272077655,131.66666666666666,1055.1181028030235,11.833333333333334,1.2178460156547524,0.5357823105565357,-2.942766187486521,-0.468120670945335,-1.6000789411340137,0.39989822384084983,0.7604057396559918,0.779738
-121.625,33.125,0.5150115464038278,0.203125,0.7239583333333334,0.057291666666666664,0,0.015625,192,3120.24595190463,12,1.0372364785123356,0.43969629247634917,-3.2312748615596405,0.12796618275890925,2.6814143631948406,0.4586975822128235,0.8213886504159129,0.746687
-121.625,34.125,0.4881617018719119,0.14367633436982802,0.7855949166688191,0.053637605861811224,4.45632798573975e-4,0.01664551030096769,364.1666666666667,3229.2100088305115,11.666666666666666,0.8261503762270976,0.3461477744667191,-4.407077428985282,-0.33689313477224125,3.073572717436228,0.48399635938273,0.8082765012691059,0.678504
-121.875,32.625,0.5266434245931402,0.168141592920354,0.8053097345132744,0.014749262536873156,0,0.011799410029498525,339,2379.396859928318,14,0.7497186515019438,0.29443191283665915,-3.942247721294863,-0.40691606677635844,3.1317445254879623,0.3325826648921631,0.8141461591496344,0.697995
-121.875,32.875,0.5216724445253362,0.19703716183691153,0.7453668046596708,0.036042649465678256,0.004922017906999134,0.016631366130740347,204.5,4992.095240889042,13,0.9821444876859668,0.4050001140361956,-2.965653507985065,-0.16800593293290947,2.742640533473848,0.36953356064411114,0.7991650980077616,0.732078
-121.875,33.125,0.5165450978253603,0.19609027387534125,0.7135154482461502,0.07802893516177935,0.002791174431809802,0.009574168284919407,262.75,2621.794206747012,13.75,1.0922769103491574,0.43640176573306255,-3.714538352766547,0.004898156472908786,2.85803622579473,0.46204932406383625,0.8278316788372064,0.7048862499999999
-121.875,33.375,0.5095869140269537,0.23510270774976658,0.7044976657329598,0.04370028011204482,0,0.016699346405228757,63.4,647.3812176649783,10.2,1.1612700384844712,0.5646962461014989,-3.1726954554419238,-0.016773500315175726,0.0971703426987588,0.2567237437408934,0.7717175899034988,0.794217
-121.875,33.875,0.49137976671536676,0.12522001100433228,0.8194239899337498,0.035717344134819556,0,0.01963865492709841,355.5,2473.8198291967215,12.25,0.740802084064946,0.3024373348192064,-4.599859688308609,-0.31266960582792525,3.167274356601812,0.41015249461998105,0.8260900310099923,0.6693290000000001
-121.875,34.125,0.4903258766428523,0.13855421686746988,0.786144578313253,0.060240963855421686,0,0.015060240963855422,332,4568.897033776295,15,0.9683607001394797,0.3713331729920099,-3.65904462803094,-0.17416090004426008,3.170518870388097,0.42038155676832606,0.7918672628556281,0.704076
-122.125,32.625,0.5271870271021085,0.15083798882681565,0.8128491620111732,0.008379888268156424,0,0.027932960893854747,358,1806.4956703319122,9,0.6690528571624694,0.31286112414737477,-4.123640300773971,-0.4343867867273608,2.9690733982287103,0.49355651362941755,0.8786184668735642,0.711551
-122.125,33.625,0.5076271081900237,0.2117503236519194,0.7040090415598864,0.05719599896696267,0,0.027044635821231566,52.285714285714285,4830.849715266491,9.142857142857142,1.0380255082535248,0.5396099157029501,-2.961961485006854,-0.3571661134913751,0.42979689739512694,0.18888326991085114,0.7707197733591489,0.7975154285714285
-122.375,33.625,0.5115089018703007,0.7953632744067527,0.1571275680840898,0.013714285714285714,0,0.03379487179487179,31.8,266.3297660501486,4.6,0.654807528128116,0.511892143901934,-2.5611179139999396,-1.0378755480395778,-1.89979976287315,0.113497935401056,0.7574994998261853,0.8332332
-122.375,34.375,0.49198392756839054,0.41018732184064066,0.46987240396362157,0.10177820008144427,0.0017985611510791368,0.016363512963214335,271.5,5947.052607423737,15.5,1.4104367515475364,0.5444767956688725,-3.0962562105622,1.6648540059081562,2.137268793145686,0.537781963145096,0.8162038165678557,0.718936
-122.375,34.625,0.48948755099991614,0.43210447024131343,0.41184692260630773,0.12434072702016036,0.0014684287812041117,0.03023945135101437,266,9354.642515548285,12.333333333333334,1.4808271286564223,0.6181667449473777,-2.791703596488625,1.7478143269438342,1.9211102659372397,0.5054474164958265,0.8219551334166991,0.7436486666666666
-122.625,33.375,0.5198119729581296,0.15168539325842698,0.33146067415730335,0.4943820224719101,0,0.02247191011235955,178,2842.0802515955693,13,1.3362786081461644,0.5519530039240012,-2.702219077897169,2.5942295014692975,0.27392733158549754,0.5026724517295681,0.8175659978669537,0.786095
-122.625,33.625,0.5165323026038291,0.7577521780420331,0.10235765308229076,0.05842520335273958,0,0.08146496552293654,29.666666666666668,329.49463545613634,7.333333333333333,0.9041808729131313,0.5404767145239722,-2.4587209363121016,-0.5853950892889332,-2.3733455554947094,0.14761482694470893,0.7389232150959646,0.823311
-122.625,34.625,0.4903576779012424,0.34574369753450135,0.4513423946501665,0.18126611723313316,0.002698581913658828,0.01894920866854017,217.36363636363637,10196.561238712497,12.454545454545455,1.5152086480023392,0.6387007943749706,-2.8284414632075707,2.483996673694178,1.8242544536140466,0.47508903987062084,0.8295723929391288,0.7520197272727273
-122.875,33.125,0.5270579939673109,0.09248366013071896,0.8594281045751634,0.025217864923747276,0,0.02287037037037037,109.66666666666667,768.5092160941332,6.333333333333333,0.5938226354989267,0.34990144387115263,-3.614168244131801,-0.1782642583087002,1.571202948503448,0.25788955132914726,0.7139711888968145,0.7198203333333334
-122.875,34.125,0.5115431189756838,0.4038987534750247,0.3705721459958748,0.2064725136759035,0,0.01905658685319702,212.5,6664.945450304652,13,1.6951362834780352,0.7036109285947932,-2.8082523403936173,2.685191667882404,1.6830999288414892,0.504192494285731,0.8501886722961371,0.7778875000000001
-122.875,34.375,0.49628566497545373,0.3856275303643725,0.28993201436101135,0.3038824383164006,0.0023584905660377358,0.018199526392177832,229.5,7512.185374623566,14,1.7333818830006054,0.6915028059799894,-2.8632796830492806,1.9736483897436687,1.6709658767713318,0.5579389845167372,0.8306545446141238,0.7687984999999999
-122.875,34.625,0.4926239814833384,0.3965900297997058,0.3341281963735968,0.25122416174411577,0.0010976466455918511,0.016959965436989764,121.66666666666667,3410.2519003563093,11.666666666666666,1.6343856736533204,0.7346949141496202,-2.495012361444946,2.4441830087979723,1.5808999242133146,0.40424774525382584,0.8062575748241678,0.8158241333333334
-123.125,32.875,0.5251796189746538,0.25,0.6630434782608695,0.03260869565217391,0.010869565217391304,0.043478260869565216,92,785.8519820757366,12,1.1731796294825123,0.5182888656948121,-2.889317353733399,0.1636222920453167,0.6062788183335761,0.39964106511856834,0.7531706040067949,0.754718
-123.125,33.375,0.5269688729584406,0.06896551724137931,0.8735632183908046,0.04597701149425287,0,0.011494252873563218,87,491.8080136439865,9,0.6408626124431042,0.317412424224085,-3.6784859433057493,-0.4115030021848867,1.630497581250975,0.23992805607597054,0.6973875509224468,0.694749
-123.125,33.625,0.5214284334633505,0.5480087288597927,0.3231042007637752,0.08524277141298417,0,0.043644298963447896,86,952.9763849661397,8.5,1.1868367429826323,0.6103900297314809,-3.09939503991677,0.5308186271891289,1.1838139535127437,0.33886816613646165,0.7701195415868737,0.808066
-123.125,34.125,0.5130281525788627,0.6,0.22857142857142856,0.11428571428571428,0,0.05714285714285714,70,1037.343765347841,13,1.327884019797908,0.5837114778202928,-2.883761715632641,0.6520934823060691,1.20144904875314,0.3194583007140667,0.7683661321808841,0.803292
-123.125,34.375,0.5103465885115852,0.6162752772341813,0.15470754511850401,0.17563600782778865,0.003968253968253968,0.04941291585127201,99.5,4551.274322870008,11,1.2814871275761797,0.5836157124477386,-2.8883365434689297,1.0845550313807166,1.024139561820391,0.37599823081796174,0.8099174460708315,0.820683
-123.125,34.625,0.5011971748099178,0.4582171119238001,0.2835688753899874,0.2043947188991508,0,0.05381929378706172,68.66666666666667,1090.5438759380022,10,1.4639367623959914,0.7072234315866528,-2.727219909124793,1.6006956493852573,0.9158400852453947,0.31061829776722216,0.8074732366214216,0.8335463333333333
-123.375,33.875,0.5181409105335295,0.3884708527936343,0.2618059159314997,0.3256357031655423,0.005319148936170213,0.018768379173153434,108.5,3069.794409145554,11,1.5247048856825507,0.6886657411243519,-2.503821654642719,1.8494792240218012,1.3192888044845272,0.418778566869646,0.79751614954278,0.8141985
-123.375,34.125,0.5138186351221322,0.44584955097407203,0.285721887733382,0.2069244257941576,0,0.061504135498388374,83.66666666666667,2129.0701485605814,10.333333333333334,1.6014726703673858,0.7546980034260018,-2.627463491011985,1.9213027663137359,1.3115112908410684,0.3838720297749089,0.8015435787148755,0.8463633333333334
-123.375,34.375,0.5095348629665561,0.7706790800706351,0.1285377678860642,0.06925644964107708,0,0.03152670240222354,88,828.2374994812227,9,0.9075905866333588,0.45568128505006456,-3.0823574160323264,0.6590338764474843,0.8395583724342983,0.3451569963380177,0.7904943448051167,0.8182253333333334
-123.375,34.625,0.5046960401099589,0.7560947295100999,0.13303923844903645,0.059670304156025075,0,0.05119572788483863,66,504.7082976696404,8,0.9241319486110711,0.49042923389570947,-3.214652947039998,0.7243461805676448,0.9168499383024402,0.2656676433711106,0.7613925922344316,0.829296
-123.625,32.375,0.5227139934407997,0.29292929292929293,0.5858585858585859,0.0707070707070707,0,0.050505050505050504,99,899.197570465485,9,1.2097952991139898,0.594056317510848,-3.5844634763640597,-0.07121140455259296,2.159513116776676,0.3986086008268565,0.7836925368541989,0.798653
-123.625,32.625,0.5223941989991437,0.3042665004008195,0.5980671595261423,0.05531308452836911,0,0.0423532555446691,106,1440.6284353319452,11.5,1.1740001456030744,0.5260498577156957,-3.3021365761247283,0.7993112259115933,2.3659676631967286,0.36990445707826225,0.8329257637392273,0.7659830000000001
-123.625,32.875,0.5214163330910555,0.29389124293785307,0.5782132768361582,0.07524717514124293,0.002824858757062147,0.04982344632768362,128.5,10739.80818418995,10.5,1.125239767730877,0.5137979369639365,-3.0869762964999277,0.485446563020713,2.2224975198893127,0.3398732671138078,0.7808209150393135,0.7751699999999999
-123.625,33.375,0.5252107370828828,0.20634920634920634,0.692063492063492,0.09206349206349207,0,0.009523809523809525,315,5522.511057862048,11,1.0097289742735678,0.43540815996420346,-2.986470469316412,0.36942569208306897,3.0883224279874604,0.436944081510349,0.8731719873319531,0.695095
-123.625,33.875,0.5187104376575358,0.3419878592847217,0.20507569662839173,0.41073648796899,0,0.042199956117896585,117,3123.9670618618316,13,1.7452897394221885,0.7375551557601074,-2.4446419264119794,2.137887744649846,1.7455685296391912,0.40555758607476833,0.8057532277396544,0.8252925
-123.625,34.125,0.5130077771290733,0.6369030648610121,0.15265502494654312,0.1567296269897838,0,0.053712283202660964,62.333333333333336,1239.8006183638463,9.666666666666666,1.220330455349551,0.6050128019497832,-2.6508671701737287,0.9659992613375359,1.0756935133803132,0.23865118071547,0.7531266108966024,0.8527043333333333
-123.875,32.125,0.5218534170797902,0.20968992248062016,0.6136950904392765,0.12583979328165376,0,0.05077519379844961,88,1227.976775010672,10.5,1.26312286377095,0.5908777383572352,-3.3454581773156002,0.6537836896988125,2.440636603017035,0.3521796627565833,0.7997048363191459,0.7669675
-123.875,32.375,0.5212815668425974,0.2829496875453875,0.555146197258548,0.08542674622800416,0.0035211267605633804,0.07295624220749702,104,1442.977924597875,12.25,1.3741436685861508,0.6005270507612659,-3.3376059943307936,0.816878913762033,2.3418886800025844,0.35271179045382367,0.7995474123868265,0.79002975
-123.875,32.875,0.5188591015201666,0.6714345191600398,0.19478870469564982,0.04150190030369818,0.0043817970647238936,0.0878930787758883,38.81818181818182,808.1165360170326,7.818181818181818,1.0951898695171407,0.6358491038319737,-2.317182074945242,-0.9335003058802208,-2.10687648660609,0.17765888991731063,0.7789536993057287,0.8414078181818182
-124.125,32.625,0.5201244806857547,0.16610671936758892,0.6705533596837945,0.12885375494071144,0,0.034486166007905134,101,3505.785544167115,10.5,1.2169421799958038,0.5672890223164208,-2.939642283727583,0.62471899686787,2.521404417834762,0.37579339334134626,0.7958549464878587,0.7626875
-125.375,33.875,0.5209083092768754,0.21804511278195488,0.6766917293233082,0.06015037593984962,0,0.045112781954887216,133,2125.9321497190263,13,1.2483581427983617,0.523379150328997,-2.7825932964486766,0.7596667839534897,2.323141474951043,0.41200158751906957,0.8619520586742218,0.791428
-127.625,35.375,0.5078916069124089,0.09305688418748681,0.8645067716032062,0.03090696588308058,0,0.01152937832622641,212.5,4440.960324773982,9,0.5778854564824731,0.27590623950224225,-4.1320010976678585,-0.49513515952174497,3.3867807555459972,0.2796676555969727,0.7692456129056007,0.6430888333333333
-127.875,35.375,0.5099175794435984,0.09693877551020408,0.8724489795918368,0.025510204081632654,0,0.00510204081632653,196,1507.4139553990688,10,0.6041932324080662,0.2749548809050425,-3.438947558163033,0.042710768683238386,3.4429257674360896,0.3295223767477086,0.7996399574407391,0.66745
-128.625,35.125,0.5096323620723049,0.09142857142857143,0.8285714285714286,0.06285714285714286,0,0.017142857142857144,175,7876.643572758376,10,0.6839670318132403,0.3126508295921565,-2.5345014884827184,-0.14344507843980367,3.320914432592145,0.4062718840360883,0.759014376525325,0.644345
-128.875,35.125,0.5084636607751513,0.11158798283261803,0.8412017167381974,0.034334763948497854,0,0.012875536480686695,233,2635.4422665728894,15,0.7920744030417942,0.3075545523786392,-3.557463224388903,0.26758043357634254,3.245583120799858,0.33491166334188377,0.8319580764911222,0.694572
-13.625,-48.375,0.5394705981089638,0.7045454545454546,0.18181818181818182,0.045454545454545456,0,0.06818181818181818,88,512.0140698680586,11,1.1449447965205821,0.5233664643170235,-4.114388794541822,0.6951547702354806,1.535479073320462,0.26384513517082653,0.7506740211763492,0.784963
-13.875,-48.625,0.5511861881486095,0.8432203389830508,0.11016949152542373,0.0211864406779661,0.00423728813559322,0.0211864406779661,236,1302.8591942942326,11,0.6521431450355353,0.28370839520554153,-5.307454153698708,0.878245493363931,1.6584247482070325,0.40706476439835204,0.6992070067856951,0.688738
-137.875,70.875,0.37799631813308204,0.6818181818181818,0.045454545454545456,0.25,0,0.022727272727272728,44,1012.8445587726114,5,0.7923062510657107,0.5489532846626205,-1.9666644416681995,4.581748589549353,1.895439329843644,0.15152467641416617,0.8059824044751126,0.783294
-139.125,-8.875,0.5100027585648098,0.25006734006734005,0.6524915824915825,0.028181818181818183,0.007407407407407407,0.06185185185185185,21,408.36745342141586,7.4,1.3191965305790674,0.8508922729170768,-1.9613580332323615,2.0948489249297295,0.96035502349935,0.13314701821214436,0.7926062042036685,0.8556458
-139.125,-9.125,0.5197821265741908,0.2631578947368421,0.7368421052631579,0,0,0,19,272.9959078385011,3,0.6315909784891595,0.679660103804397,-2.613758731802981,1.9637581273138658,1.3095482094638833,0.1090398285511205,0.7936959509854927,0.861899
-139.125,-9.625,0.5786382784870933,0.625,0.25,0,0,0.125,16,279.26339341433845,4,0.9689318132417243,0.8632079975815702,-2.613758731802981,3.4882871853795376,0.78853644787079,0.10796185543381714,0.7895963768423896,0.906486
-139.375,-8.875,0.5121324442392298,0.3157894736842105,0.5263157894736842,0.10526315789473684,0,0.05263157894736842,19,542.5537164370337,9,1.454561526094007,0.8635663696723851,-1.6369808150965524,3.220195637038067,0.4673196146311559,0.16000267143262215,0.7705950513936655,0.886882
-139.375,-9.125,0.5267567943201181,0.23076923076923078,0.6153846153846154,0.038461538461538464,0,0.11538461538461539,26,455.93635348950056,8,1.361091662841921,0.8014574420020176,-1.7701611744078118,1.578467377551487,1.1740764130346009,0.21698531727826653,0.7955005038991245,0.84911
-14.125,-48.125,0.5357955546695475,0.821917808219178,0.1095890410958904,0.0410958904109589,0,0.0273972602739726,146,1139.4806672423142,9,0.7991071572374177,0.3846614986132057,-4.320676703965692,1.5125226108335588,1.3458109862375882,0.37708292105795577,0.704642924855103,0.725355
-14.625,-48.625,0.5512507147475357,0.7567567567567568,0.16216216216216217,0.08108108108108109,0,0,37,248.36003284932616,7,0.9203948334928882,0.5471969090957656,-2.9622114391105985,1.3920513157409637,1.8259753333909663,0.08647397909443087,0.7520213178716778,0.84677
-14.875,-48.125,0.5313903567310271,0.6989247311827957,0.20430107526881722,0.021505376344086023,0,0.07526881720430108,93,1374.954605088709,9,0.9997378644372417,0.49301839334621483,-3.1681167667064023,2.2041861334431037,1.7162377270153732,0.34087436412365696,0.7362164740270355,0.774358
-14.875,-48.625,0.5491102154324171,0.7899159663865546,0.16806722689075632,0.04201680672268908,0,0,119,906.5741410613974,8,0.7307500561084024,0.373955941493879,-3.6217972438745245,0.8719002275426342,1.6931641584411956,0.20950337021731566,0.7357636692137124,0.747973
-140.375,-8.875,0.5152918769930654,0.7514505088250955,0.19324045883548088,0.037202159618087136,0,0.018106872721336452,30,191.6055134624453,5.5,0.7194410547046731,0.4905316790130861,-2.5707462420795544,0.9164177786559881,0.20014029357553073,0.08523945269638347,0.7136974807974114,0.809512875
