profile_id,lon_r,lat_r,path_to_img,object_id,lon,lat,datetime,depth,taxon,large_group,pixel_id,case
6115,-15.875,-48.375,~/Documents/Data/UVP5/images/6115/12425956.jpg,12425956,-15.778,-48.27683,2009-02-27T10:03:42Z,102.1,Copepoda,Crustacea,6,Low taxonomic evenness
6115,-15.875,-48.375,~/Documents/Data/UVP5/images/6115/12479853.jpg,12479853,-15.778,-48.27683,2009-02-27T10:03:42Z,102.1,Copepoda,Crustacea,6,Low taxonomic evenness
6115,-15.875,-48.375,~/Documents/Data/UVP5/images/6115/12526834.jpg,12526834,-15.778,-48.27683,2009-02-27T10:03:42Z,102.1,Copepoda,Crustacea,6,Low taxonomic evenness
6115,-15.875,-48.375,~/Documents/Data/UVP5/images/6115/12424637.jpg,12424637,-15.778,-48.27683,2009-02-27T10:03:42Z,102.9,Copepoda,Crustacea,6,Low taxonomic evenness
6115,-15.875,-48.375,~/Documents/Data/UVP5/images/6115/12425636.jpg,12425636,-15.778,-48.27683,2009-02-27T10:03:42Z,103.1,Copepoda,Crustacea,6,Low taxonomic evenness
6115,-15.875,-48.375,~/Documents/Data/UVP5/images/6115/12425166.jpg,12425166,-15.778,-48.27683,2009-02-27T10:03:42Z,103.2,Copepoda,Crustacea,6,Low taxonomic evenness
6115,-15.875,-48.375,~/Documents/Data/UVP5/images/6115/12424700.jpg,12424700,-15.778,-48.27683,2009-02-27T10:03:42Z,103.2,Copepoda,Crustacea,6,Low taxonomic evenness
6115,-15.875,-48.375,~/Documents/Data/UVP5/images/6115/12489770.jpg,12489770,-15.778,-48.27683,2009-02-27T10:03:42Z,103.2,Copepoda,Crustacea,6,Low taxonomic evenness
6115,-15.875,-48.375,~/Documents/Data/UVP5/images/6115/12426269.jpg,12426269,-15.778,-48.27683,2009-02-27T10:03:42Z,103.4,Copepoda,Crustacea,6,Low taxonomic evenness
6115,-15.875,-48.375,~/Documents/Data/UVP5/images/6115/12425366.jpg,12425366,-15.778,-48.27683,2009-02-27T10:03:42Z,103.4,Copepoda,Crustacea,6,Low taxonomic evenness
6115,-15.875,-48.375,~/Documents/Data/UVP5/images/6115/12425732.jpg,12425732,-15.778,-48.27683,2009-02-27T10:03:42Z,103.4,Copepoda,Crustacea,6,Low taxonomic evenness
6115,-15.875,-48.375,~/Documents/Data/UVP5/images/6115/12533249.jpg,12533249,-15.778,-48.27683,2009-02-27T10:03:42Z,103.4,Copepoda,Crustacea,6,Low taxonomic evenness
6115,-15.875,-48.375,~/Documents/Data/UVP5/images/6115/12424771.jpg,12424771,-15.778,-48.27683,2009-02-27T10:03:42Z,103.6,Copepoda,Crustacea,6,Low taxonomic evenness
6115,-15.875,-48.375,~/Documents/Data/UVP5/images/6115/12424618.jpg,12424618,-15.778,-48.27683,2009-02-27T10:03:42Z,103.6,Copepoda,Crustacea,6,Low taxonomic evenness
6115,-15.875,-48.375,~/Documents/Data/UVP5/images/6115/12495086.jpg,12495086,-15.778,-48.27683,2009-02-27T10:03:42Z,103.6,Copepoda,Crustacea,6,Low taxonomic evenness
6115,-15.875,-48.375,~/Documents/Data/UVP5/images/6115/12494543.jpg,12494543,-15.778,-48.27683,2009-02-27T10:03:42Z,103.7,Copepoda,Crustacea,6,Low taxonomic evenness
6115,-15.875,-48.375,~/Documents/Data/UVP5/images/6115/12547269.jpg,12547269,-15.778,-48.27683,2009-02-27T10:03:42Z,103.8,Copepoda,Crustacea,6,Low taxonomic evenness
6115,-15.875,-48.375,~/Documents/Data/UVP5/images/6115/12425647.jpg,12425647,-15.778,-48.27683,2009-02-27T10:03:42Z,104.3,Copepoda,Crustacea,6,Low taxonomic evenness
6115,-15.875,-48.375,~/Documents/Data/UVP5/images/6115/12424553.jpg,12424553,-15.778,-48.27683,2009-02-27T10:03:42Z,104.5,Copepoda,Crustacea,6,Low taxonomic evenness
6115,-15.875,-48.375,~/Documents/Data/UVP5/images/6115/12526443.jpg,12526443,-15.778,-48.27683,2009-02-27T10:03:42Z,105,Copepoda,Crustacea,6,Low taxonomic evenness
6115,-15.875,-48.375,~/Documents/Data/UVP5/images/6115/12424452.jpg,12424452,-15.778,-48.27683,2009-02-27T10:03:42Z,105.3,Copepoda,Crustacea,6,Low taxonomic evenness
6115,-15.875,-48.375,~/Documents/Data/UVP5/images/6115/12426064.jpg,12426064,-15.778,-48.27683,2009-02-27T10:03:42Z,106.7,Copepoda,Crustacea,6,Low taxonomic evenness
6115,-15.875,-48.375,~/Documents/Data/UVP5/images/6115/12425599.jpg,12425599,-15.778,-48.27683,2009-02-27T10:03:42Z,106.7,Copepoda,Crustacea,6,Low taxonomic evenness
6115,-15.875,-48.375,~/Documents/Data/UVP5/images/6115/12424281.jpg,12424281,-15.778,-48.27683,2009-02-27T10:03:42Z,107.5,Copepoda,Crustacea,6,Low taxonomic evenness
6115,-15.875,-48.375,~/Documents/Data/UVP5/images/6115/12426148.jpg,12426148,-15.778,-48.27683,2009-02-27T10:03:42Z,107.6,Copepoda,Crustacea,6,Low taxonomic evenness
6115,-15.875,-48.375,~/Documents/Data/UVP5/images/6115/12426073.jpg,12426073,-15.778,-48.27683,2009-02-27T10:03:42Z,107.6,Copepoda,Crustacea,6,Low taxonomic evenness
6115,-15.875,-48.375,~/Documents/Data/UVP5/images/6115/12479034.jpg,12479034,-15.778,-48.27683,2009-02-27T10:03:42Z,108.2,Copepoda,Crustacea,6,Low taxonomic evenness
6115,-15.875,-48.375,~/Documents/Data/UVP5/images/6115/12424720.jpg,12424720,-15.778,-48.27683,2009-02-27T10:03:42Z,109,Copepoda,Crustacea,6,Low taxonomic evenness
6115,-15.875,-48.375,~/Documents/Data/UVP5/images/6115/12424954.jpg,12424954,-15.778,-48.27683,2009-02-27T10:03:42Z,109,Copepoda,Crustacea,6,Low taxonomic evenness
6115,-15.875,-48.375,~/Documents/Data/UVP5/images/6115/12553145.jpg,12553145,-15.778,-48.27683,2009-02-27T10:03:42Z,109,Copepoda,Crustacea,6,Low taxonomic evenness
6115,-15.875,-48.375,~/Documents/Data/UVP5/images/6115/12479197.jpg,12479197,-15.778,-48.27683,2009-02-27T10:03:42Z,109.1,Copepoda,Crustacea,6,Low taxonomic evenness
6115,-15.875,-48.375,~/Documents/Data/UVP5/images/6115/12426107.jpg,12426107,-15.778,-48.27683,2009-02-27T10:03:42Z,109.2,Copepoda,Crustacea,6,Low taxonomic evenness
