cv_type,var_name,x,yhat_loc,yhat_spr,nice_name
spatial,ta_eve_1,0.7494656111765425,0.39213616091392156,0.0027912429952993965,Tax. evenness
spatial,ta_eve_1,0.7531484760980616,0.3920662160501762,0.002815227137212073,Tax. evenness
spatial,ta_eve_1,0.7568794630623399,0.39200350624331726,0.0028170983583648717,Tax. evenness
spatial,ta_eve_1,0.7591880091104372,0.39193809027704085,0.0028193293070347277,Tax. evenness
spatial,ta_eve_1,0.7608026722419344,0.39186101091868747,0.002837375861898266,Tax. evenness
spatial,ta_eve_1,0.7638476540525388,0.3917897077227079,0.0028438155498323402,Tax. evenness
spatial,ta_eve_1,0.7671512255436675,0.3917865585134184,0.0028437014748555517,Tax. evenness
spatial,ta_eve_1,0.7699086688359252,0.3917685463807963,0.0028423985389700785,Tax. evenness
spatial,ta_eve_1,0.7745724644866919,0.39173151037344667,0.0028375918734243294,Tax. evenness
spatial,ta_eve_1,0.7763209387453824,0.3917232485446335,0.002836648434093454,Tax. evenness
spatial,ta_eve_1,0.7797432344694005,0.3916993004290569,0.0028432391900476447,Tax. evenness
spatial,ta_eve_1,0.7831538362369865,0.39148547026305774,0.0028909393148511633,Tax. evenness
spatial,ta_eve_1,0.7894899437496892,0.3914314547558496,0.002909245102983915,Tax. evenness
spatial,ta_eve_1,0.7923601783576476,0.3913999458623514,0.0029257567271663986,Tax. evenness
spatial,ta_eve_1,0.7986039257443884,0.3913403887143124,0.0029536302714115743,Tax. evenness
spatial,ta_eve_1,0.801018521072504,0.3907140170937656,0.003035080961784564,Tax. evenness
spatial,ta_eve_1,0.8039431553069373,0.38913539073308706,0.0033129308856020344,Tax. evenness
spatial,ta_eve_1,0.808345153677346,0.3890018911101873,0.0033301827733265422,Tax. evenness
spatial,ta_eve_1,0.811538483395398,0.3885800565951599,0.003332689827240655,Tax. evenness
spatial,ta_eve_1,0.8163352339209605,0.3879426753238922,0.0033334923800811753,Tax. evenness
spatial,ta_eve_1,0.8189623290644039,0.38711589768588656,0.003391271459914079,Tax. evenness
spatial,ta_eve_1,0.8214207417357187,0.38456423258798983,0.0036368531738732415,Tax. evenness
spatial,ta_eve_1,0.826966474629789,0.38373861364532413,0.0035583716496285812,Tax. evenness
spatial,ta_eve_1,0.8321505910811987,0.3802686821216229,0.0039294674870586285,Tax. evenness
spatial,ta_eve_1,0.8356963012941165,0.3785202589634302,0.004079637173420196,Tax. evenness
spatial,ta_eve_1,0.8389898300609326,0.3778316619958324,0.004125715113213829,Tax. evenness
spatial,ta_eve_1,0.8417676976090505,0.37725812037372725,0.0041419596506949655,Tax. evenness
spatial,ta_eve_1,0.8451067978495923,0.3770132463017395,0.004156820434151989,Tax. evenness
spatial,ta_eve_1,0.8510499534107947,0.3774712512429624,0.004141879668216946,Tax. evenness
spatial,ta_eve_1,0.8584773193080202,0.3775585155169311,0.004130777559075091,Tax. evenness
spatial,ta_eve_1,0.8622377710938951,0.37763602140729124,0.004110624745315447,Tax. evenness
spatial,ta_eve_1,0.8645371730712628,0.3772994637697969,0.004111024528343929,Tax. evenness
spatial,ta_eve_1,0.8687995166245077,0.37341290595453586,0.004163557864556906,Tax. evenness
spatial,ta_eve_1,0.87646101719562,0.3733809712920534,0.004189475519431739,Tax. evenness
spatial,ta_eve_1,0.8848578216626573,0.3732230513638614,0.004185474941429234,Tax. evenness
spatial,ta_eve_1,0.8929610286538856,0.37267271569839,0.00418258871742117,Tax. evenness
spatial,ta_eve_1,0.9049069687025821,0.37203556518995406,0.004214261992453819,Tax. evenness
spatial,ta_eve_1,0.9126495980103448,0.3719771373938433,0.004271468451950282,Tax. evenness
spatial,ta_eve_1,0.921238836135711,0.37186839996265536,0.004318261705614117,Tax. evenness
spatial,ta_eve_1,0.9336336348363652,0.37186185058661037,0.004345076301347135,Tax. evenness
spatial,ta_eve_1,0.9521987465549272,0.3719640031333367,0.004368795683884068,Tax. evenness
spatial,ta_eve_1,0.9770404037607527,0.372727143400462,0.004605723216067692,Tax. evenness
spatial,ta_eve_1,1,0.37307857790515986,0.004697470837295431,Tax. evenness
spatial,mo_grey_mean,-3.5953876307740846,0.38910058863863245,0.0041256048081809195,Grey mean
spatial,mo_grey_mean,-2.919857416729654,0.3890892356537473,0.004127738224200527,Grey mean
spatial,mo_grey_mean,-2.573867408774605,0.3890575348844551,0.00412720283200048,Grey mean
spatial,mo_grey_mean,-2.4691054974730555,0.389094630418596,0.004116507620472201,Grey mean
spatial,mo_grey_mean,-2.336323726812135,0.389341699106107,0.00408434812217608,Grey mean
spatial,mo_grey_mean,-2.2482561093241595,0.38971943195599124,0.004086929832577905,Grey mean
spatial,mo_grey_mean,-2.174995667740408,0.3899829285696431,0.004102898202873752,Grey mean
spatial,mo_grey_mean,-2.1501621493869725,0.3901194955819962,0.004119968658726519,Grey mean
spatial,mo_grey_mean,-2.1032947567576867,0.3900783500228439,0.0041175642581134,Grey mean
spatial,mo_grey_mean,-2.0445478324054887,0.39009212757602085,0.004136188972590459,Grey mean
spatial,mo_grey_mean,-1.9914808551095975,0.3901705594847241,0.004095242041298179,Grey mean
spatial,mo_grey_mean,-1.9290798068245965,0.390094206362843,0.004089635208733059,Grey mean
spatial,mo_grey_mean,-1.9031869391152672,0.3901135746519582,0.004096589567040365,Grey mean
spatial,mo_grey_mean,-1.8728087444650878,0.3901074453701288,0.004093543074771357,Grey mean
spatial,mo_grey_mean,-1.8233811605256494,0.39012130555571173,0.004090285198845445,Grey mean
spatial,mo_grey_mean,-1.787827928099126,0.39013613542863196,0.004092089645477573,Grey mean
spatial,mo_grey_mean,-1.7696888137494287,0.39013117775540124,0.004092284534521504,Grey mean
spatial,mo_grey_mean,-1.750194693270187,0.39013319854106987,0.004091028768783643,Grey mean
spatial,mo_grey_mean,-1.7285724596730683,0.39013678148563347,0.004091213592405606,Grey mean
spatial,mo_grey_mean,-1.7051371890362887,0.39015525638985094,0.004091948712100746,Grey mean
spatial,mo_grey_mean,-1.6681987055205898,0.3901567343658627,0.004091891962158103,Grey mean
spatial,mo_grey_mean,-1.632413958700929,0.390149548010273,0.004071308468331146,Grey mean
spatial,mo_grey_mean,-1.5989636589503826,0.39015060180615385,0.004071293806297675,Grey mean
spatial,mo_grey_mean,-1.5743539842433831,0.39015063192628263,0.004071293386603586,Grey mean
spatial,mo_grey_mean,-1.5535834283584162,0.39014832979979214,0.004071461795119337,Grey mean
spatial,mo_grey_mean,-1.5318680279789145,0.3901443947919577,0.004071785360613254,Grey mean
spatial,mo_grey_mean,-1.5135686142663034,0.39014492529189504,0.004071769063795723,Grey mean
spatial,mo_grey_mean,-1.4911926097891457,0.3901455290431546,0.0040718860816241105,Grey mean
spatial,mo_grey_mean,-1.4821314635369818,0.39014513912976584,0.004071749416318508,Grey mean
spatial,mo_grey_mean,-1.457376101468253,0.39013612124196495,0.004065708492389741,Grey mean
spatial,mo_grey_mean,-1.4342390934840188,0.39012831428818434,0.004059790966531146,Grey mean
spatial,mo_grey_mean,-1.4069983100546648,0.39012547323777236,0.004056392491353861,Grey mean
spatial,mo_grey_mean,-1.3862264948186969,0.3900903771711151,0.004040607722834399,Grey mean
spatial,mo_grey_mean,-1.3671643052283475,0.3900682847982891,0.004029902943027545,Grey mean
spatial,mo_grey_mean,-1.35320542926618,0.3900526265072934,0.0040222378319097,Grey mean
spatial,mo_grey_mean,-1.343860307809439,0.3900560940141864,0.004004490731199429,Grey mean
spatial,mo_grey_mean,-1.3328262153892019,0.3900562233554007,0.004004485313387442,Grey mean
spatial,mo_grey_mean,-1.3087240960151523,0.39004107650972414,0.003989204242174605,Grey mean
spatial,mo_grey_mean,-1.2914085160622872,0.3900304094066959,0.0039861138642622715,Grey mean
spatial,mo_grey_mean,-1.273810266148251,0.3900225129103353,0.00397826606176973,Grey mean
spatial,mo_grey_mean,-1.263101840818663,0.3900225129103353,0.00397826606176973,Grey mean
spatial,mo_grey_mean,-1.246735672831733,0.3900198084255798,0.003978402379782665,Grey mean
spatial,mo_grey_mean,-1.2289838740021581,0.39001071995901176,0.003974149888025068,Grey mean
spatial,mo_grey_mean,-1.2165970508510942,0.39000845519257615,0.003967383736804353,Grey mean
spatial,mo_grey_mean,-1.1914935268626834,0.3900081417307908,0.003967383736804353,Grey mean
spatial,mo_grey_mean,-1.159417591044891,0.3900036982136669,0.003964086797611582,Grey mean
spatial,mo_grey_mean,-1.1425254954327413,0.3899875857274636,0.0039546871389903576,Grey mean
spatial,mo_grey_mean,-1.123523348186623,0.38996074474772763,0.003941641219316784,Grey mean
spatial,mo_grey_mean,-1.0936444428958778,0.3899444445684318,0.003924101975550059,Grey mean
spatial,mo_grey_mean,-1.0655040278288859,0.3899286734657962,0.003908405543808595,Grey mean
spatial,mo_grey_mean,-1.0445481114234831,0.3899157235821951,0.003907303661777151,Grey mean
spatial,mo_grey_mean,-1.0246287347022616,0.38991417576183807,0.003906980367132467,Grey mean
spatial,mo_grey_mean,-0.9961582445520494,0.3898778779705215,0.0038993917238113037,Grey mean
spatial,mo_grey_mean,-0.9830674133478076,0.3898756821929868,0.00387028414842431,Grey mean
spatial,mo_grey_mean,-0.9627264701223028,0.3898868080657183,0.0038722494192946376,Grey mean
spatial,mo_grey_mean,-0.9372921205261597,0.3898941624625948,0.0038735118241299583,Grey mean
spatial,mo_grey_mean,-0.9155631059538824,0.3898940871222317,0.0038718221496083912,Grey mean
spatial,mo_grey_mean,-0.8952269373711506,0.3898921492068737,0.0038695025831444133,Grey mean
spatial,mo_grey_mean,-0.8411407518193803,0.38989216381239666,0.003869547063214335,Grey mean
spatial,mo_grey_mean,-0.8152969819996897,0.38988893273238,0.0038713558903402463,Grey mean
spatial,mo_grey_mean,-0.7987535195244387,0.3898810269512658,0.0038756603348804436,Grey mean
spatial,mo_grey_mean,-0.7582609753132854,0.3898795771164371,0.0038767510830173316,Grey mean
spatial,mo_grey_mean,-0.7053802238680174,0.38987539607126487,0.0038813322342456996,Grey mean
spatial,mo_grey_mean,-0.6617335767802595,0.3898885919333195,0.003880842391809382,Grey mean
spatial,mo_grey_mean,-0.6441022700301366,0.3899308151066068,0.0038789306412026826,Grey mean
spatial,mo_grey_mean,-0.619637356005598,0.3900885628956965,0.003857790740158409,Grey mean
spatial,mo_grey_mean,-0.5300759036611183,0.3902882313100819,0.003831650633486395,Grey mean
spatial,mo_grey_mean,-0.4412526917179552,0.39033012362968506,0.003823269915330665,Grey mean
spatial,mo_grey_mean,-0.36240890593368535,0.39045507707435567,0.003804853163782025,Grey mean
spatial,mo_grey_mean,-0.18115195796797362,0.39074302921886195,0.0037043325334975966,Grey mean
spatial,mo_grey_mean,-0.009315651613889954,0.3922595839870637,0.0032341130753529073,Grey mean
spatial,mo_grey_mean,0.10171884190975794,0.40146931403089325,0.001232339013380571,Grey mean
spatial,mo_grey_mean,0.26214872403199124,0.40061068410933337,0.003282530572108599,Grey mean
spatial,mo_grey_mean,0.43723849588617925,0.39426250674066543,0.0024158827019421215,Grey mean
spatial,mo_grey_mean,0.657220324802437,0.40015248809833026,0.003663431028611837,Grey mean
spatial,mo_grey_mean,0.8028078063744476,0.4148909792587257,0.009540062238092794,Grey mean
spatial,mo_grey_mean,0.9024257192210146,0.4165619018763829,0.010134067700945066,Grey mean
spatial,mo_grey_mean,0.9476824549458891,0.41717729720022645,0.010316045299439663,Grey mean
spatial,mo_grey_mean,1.0327106201182263,0.4177345356691809,0.010540870206789489,Grey mean
spatial,mo_grey_mean,1.1332090992817723,0.41896435150620637,0.010998544708932315,Grey mean
spatial,mo_grey_mean,1.1912561220770839,0.42060464327806096,0.011685968576298464,Grey mean
spatial,mo_grey_mean,1.2492469872947856,0.42094790482982514,0.011813771053793602,Grey mean
spatial,mo_grey_mean,1.3158993537953156,0.4215706158755652,0.0120608053678101,Grey mean
spatial,mo_grey_mean,1.3439501760699644,0.4215800394289481,0.012122687513712926,Grey mean
spatial,mo_grey_mean,1.408433930188772,0.4216748961179583,0.012175980602079818,Grey mean
spatial,mo_grey_mean,1.4413149181136604,0.421739562077928,0.012216907097468305,Grey mean
spatial,mo_grey_mean,1.4755053163607093,0.42163314754246417,0.012308144071468177,Grey mean
spatial,mo_grey_mean,1.5198700338989508,0.4217397620294022,0.01233934875428565,Grey mean
spatial,mo_grey_mean,1.570652640745183,0.4218890509807551,0.012388098767824858,Grey mean
spatial,mo_grey_mean,1.6387543962570144,0.42220645145443997,0.012509685338066082,Grey mean
spatial,mo_grey_mean,1.684627746314542,0.4225810594777405,0.012592152856631744,Grey mean
spatial,mo_grey_mean,1.7573976244678078,0.4226115649314307,0.0125982736091121,Grey mean
spatial,mo_grey_mean,1.8385210166368036,0.4228117090417223,0.012643372203522386,Grey mean
spatial,mo_grey_mean,1.924543555734855,0.42356510512752144,0.012792752389196334,Grey mean
spatial,mo_grey_mean,2.0506650216643267,0.4245481513954288,0.012842469782057558,Grey mean
spatial,mo_grey_mean,2.1817975700019177,0.42950454940882404,0.012789808630528006,Grey mean
spatial,mo_grey_mean,2.352976611653991,0.4311562021978568,0.01294910577218497,Grey mean
spatial,mo_grey_mean,2.6350748058499,0.43342958163827094,0.012710438064323527,Grey mean
spatial,mo_grey_mean,2.857921756257118,0.4341104933312845,0.01264192497010342,Grey mean
spatial,mo_grey_mean,3.1781599464579964,0.4340675899466376,0.012641837251544434,Grey mean
spatial,mo_grey_mean,3.4429257674360896,0.43406702154796617,0.012641419341516082,Grey mean
spatial,abund,1.0413926851582251,0.38637127538081,0.0037011392745080725,Abund. (log10)
spatial,abund,1.0681858617461617,0.3863719327204988,0.0037026685365464914,Abund. (log10)
spatial,abund,1.080337823247567,0.3863852686909548,0.003701932988813969,Abund. (log10)
spatial,abund,1.1139433523068367,0.38680456412722597,0.003650082243151953,Abund. (log10)
spatial,abund,1.1404829022536693,0.38702300221943087,0.00358424965796555,Abund. (log10)
spatial,abund,1.1545761169178856,0.38716156375078836,0.0035387994138201062,Abund. (log10)
spatial,abund,1.1760912590556813,0.38726129681303856,0.003496219685023643,Abund. (log10)
spatial,abund,1.2019212390099825,0.38726738774532987,0.003487998710531433,Abund. (log10)
spatial,abund,1.2201080880400552,0.38721946629094023,0.003486686606054627,Abund. (log10)
spatial,abund,1.2311534394946941,0.38719845713623213,0.0034848643298499805,Abund. (log10)
spatial,abund,1.255272505103306,0.3877673728928585,0.003458578100441206,Abund. (log10)
spatial,abund,1.27368402509028,0.38982117570077573,0.003219429660686583,Abund. (log10)
spatial,abund,1.2856473089007294,0.3904417267539368,0.00311856090515756,Abund. (log10)
spatial,abund,1.3021143769562011,0.39060457001671667,0.0030591375915005035,Abund. (log10)
spatial,abund,1.3222192947339193,0.39225809830126757,0.002806517952176264,Abund. (log10)
spatial,abund,1.3424226808222062,0.3926432747626534,0.0026250573707047287,Abund. (log10)
spatial,abund,1.3617278360175928,0.39252925582969006,0.002592715832051957,Abund. (log10)
spatial,abund,1.3695498016648926,0.3927311061788933,0.002559054858883505,Abund. (log10)
spatial,abund,1.380211241711606,0.3930155961775456,0.002507231248348771,Abund. (log10)
spatial,abund,1.3979400086720377,0.39379297157580295,0.0022604825849605456,Abund. (log10)
spatial,abund,1.414973347970818,0.3944080248219668,0.002012308739778217,Abund. (log10)
spatial,abund,1.4471580313422192,0.39657418073698353,0.0017433155211932071,Abund. (log10)
spatial,abund,1.462397997898956,0.39733381190136646,0.0016623195535351207,Abund. (log10)
spatial,abund,1.4771212547196624,0.39847292834287046,7.515760979308839e-4,Abund. (log10)
spatial,abund,1.4913616938342726,0.39908752243590484,7.083092466398409e-4,Abund. (log10)
spatial,abund,1.5185139398778875,0.3997196327343711,5.872511183247342e-4,Abund. (log10)
spatial,abund,1.5382049631412205,0.399651281500263,5.89904081368079e-4,Abund. (log10)
spatial,abund,1.555378643046395,0.3993170708390791,5.783155069913978e-4,Abund. (log10)
spatial,abund,1.5563025007672873,0.3992891255237077,5.762461366298984e-4,Abund. (log10)
spatial,abund,1.568201724066995,0.3996344350028169,3.82189736742755e-4,Abund. (log10)
spatial,abund,1.576859429707503,0.4000450378721247,3.7936580983378396e-4,Abund. (log10)
spatial,abund,1.5797835966168101,0.40004764954283883,3.794130462385554e-4,Abund. (log10)
spatial,abund,1.5963038020263192,0.400958433207445,5.240280586802207e-4,Abund. (log10)
spatial,abund,1.6020599913279623,0.40123215427562103,5.253798988163427e-4,Abund. (log10)
spatial,abund,1.613989731546087,0.4012778693054615,5.275807568733842e-4,Abund. (log10)
spatial,abund,1.6334684555795864,0.40191621039287395,5.081645497808818e-4,Abund. (log10)
spatial,abund,1.6367753248936252,0.4020003182518056,5.069181066407862e-4,Abund. (log10)
spatial,abund,1.6459034603583809,0.4024253521215324,5.034720091079482e-4,Abund. (log10)
spatial,abund,1.6561557206516688,0.4029074438899123,5.182508862356314e-4,Abund. (log10)
spatial,abund,1.6670137665831328,0.40362045578049655,5.190486509393769e-4,Abund. (log10)
spatial,abund,1.6720978579357175,0.4038586177639337,5.154837489263155e-4,Abund. (log10)
spatial,abund,1.6812412373755872,0.4039851914422412,5.067631237748812e-4,Abund. (log10)
spatial,abund,1.6938851650535163,0.40356841968490914,5.697886893871272e-4,Abund. (log10)
spatial,abund,1.7075701760979363,0.40346895464643506,5.950585253141781e-4,Abund. (log10)
spatial,abund,1.7129049289279121,0.4034749146463572,5.94848234609877e-4,Abund. (log10)
spatial,abund,1.7180031682670176,0.40347627465308633,5.947597976964072e-4,Abund. (log10)
spatial,abund,1.724275869600789,0.40347921178681867,5.946389195819442e-4,Abund. (log10)
spatial,abund,1.7323937598229686,0.40331064502564695,5.875200488011576e-4,Abund. (log10)
spatial,abund,1.7403626894942439,0.4033274193472819,5.857786349193726e-4,Abund. (log10)
spatial,abund,1.750508394851346,0.40334302198004146,5.841727858474962e-4,Abund. (log10)
spatial,abund,1.762328386737512,0.40334418983025905,5.841069845389486e-4,Abund. (log10)
spatial,abund,1.7763015654650092,0.4034937348948978,5.697499992782918e-4,Abund. (log10)
spatial,abund,1.7862325354209734,0.40349714263248415,5.666372413692848e-4,Abund. (log10)
spatial,abund,1.7930496373298495,0.40328958984771845,5.58068226279979e-4,Abund. (log10)
spatial,abund,1.7993405494535817,0.40324737862398313,5.561249087112801e-4,Abund. (log10)
spatial,abund,1.8072305093124923,0.40324914048243576,5.560947851857267e-4,Abund. (log10)
spatial,abund,1.8162678209824121,0.4032709299030298,5.548785024953008e-4,Abund. (log10)
spatial,abund,1.8260748027008264,0.40336932610327275,5.455441770046077e-4,Abund. (log10)
spatial,abund,1.8328408933336233,0.4034653940002227,5.489606139650123e-4,Abund. (log10)
spatial,abund,1.8433573784379558,0.40363060544091456,5.367252871211024e-4,Abund. (log10)
spatial,abund,1.8573324964312685,0.40384504628107376,5.162888338764189e-4,Abund. (log10)
spatial,abund,1.8636975005709,0.40393907086018244,5.072468066549917e-4,Abund. (log10)
spatial,abund,1.8692317197309762,0.4039772588628242,5.03502404487706e-4,Abund. (log10)
spatial,abund,1.8808135922807914,0.40418051079861933,5.207162545104891e-4,Abund. (log10)
spatial,abund,1.8920946026904804,0.4039389889019359,5.618767423144162e-4,Abund. (log10)
spatial,abund,1.9012675604748184,0.4038572102389361,5.779986610266939e-4,Abund. (log10)
spatial,abund,1.9155756985400034,0.40323250497584723,7.796798974032828e-4,Abund. (log10)
spatial,abund,1.929418925714293,0.40228655562519305,0.001246711217649725,Abund. (log10)
spatial,abund,1.9383495765002123,0.40244753428971003,0.001303572851324979,Abund. (log10)
spatial,abund,1.942075053288205,0.40256516671718384,0.0013612414262592857,Abund. (log10)
spatial,abund,1.954242509439325,0.4026333778838434,0.0013934291873622237,Abund. (log10)
spatial,abund,1.9637453399375817,0.4025906841985196,0.0013956689911488638,Abund. (log10)
spatial,abund,1.9789470479920108,0.4025901111356661,0.0013956484901710062,Abund. (log10)
spatial,abund,1.9928670862744036,0.4025900104817958,0.0013956471903524192,Abund. (log10)
spatial,abund,2.0034605321095067,0.4025870759041052,0.0013972800124791936,Abund. (log10)
spatial,abund,2.0064660422492318,0.4025861533994549,0.001398448503780425,Abund. (log10)
spatial,abund,2.0161973535124393,0.4025834734968188,0.0014050969015357965,Abund. (log10)
spatial,abund,2.0249984726730275,0.40258445061521786,0.0014081285839105755,Abund. (log10)
spatial,abund,2.036628895362161,0.4025835444466395,0.0014097577091812823,Abund. (log10)
spatial,abund,2.0415466350032214,0.4025991870899663,0.001413229043416492,Abund. (log10)
spatial,abund,2.0530784434834195,0.40260747869680785,0.0014116436813487224,Abund. (log10)
spatial,abund,2.0638960381259945,0.40260747869680785,0.0014116436813487224,Abund. (log10)
spatial,abund,2.0723381449347147,0.4025390498137448,0.0014204780447452212,Abund. (log10)
spatial,abund,2.0866480780543113,0.40251368767880163,0.0014150408229551361,Abund. (log10)
spatial,abund,2.0927206446840994,0.40251853430213574,0.0014116850783885866,Abund. (log10)
spatial,abund,2.1076056306856237,0.4025249403633319,0.0014093027702236167,Abund. (log10)
spatial,abund,2.1200515864675817,0.40253424535853877,0.001414380022240225,Abund. (log10)
spatial,abund,2.1356159922863274,0.40252214788663976,0.0014154046105916216,Abund. (log10)
spatial,abund,2.1612032385950353,0.4025253858534484,0.001424441704363523,Abund. (log10)
spatial,abund,2.1677558393541267,0.4025362993787796,0.001429058905298554,Abund. (log10)
spatial,abund,2.1986570869544226,0.40272526642315937,0.0015074739338412162,Abund. (log10)
spatial,abund,2.217476047878814,0.40337299351398653,0.0016010261689375115,Abund. (log10)
spatial,abund,2.2525229388086645,0.4049112921227158,0.0019049712672376275,Abund. (log10)
spatial,abund,2.287322398399115,0.40557047383717565,0.0019818296341810415,Abund. (log10)
spatial,abund,2.3076243818481186,0.40568341575327843,0.0019913442581849655,Abund. (log10)
spatial,abund,2.334106780186307,0.4059529445405405,0.0020553007581746376,Abund. (log10)
spatial,abund,2.3548361371490834,0.4058756780553347,0.002065065586649945,Abund. (log10)
spatial,abund,2.383410493823003,0.4058599904426942,0.0020651035927256142,Abund. (log10)
spatial,abund,2.487449484819453,0.40581837231924084,0.0020652218545921144,Abund. (log10)
spatial,abund,2.6216954623292814,0.4058076967934611,0.0020652859389254166,Abund. (log10)
spatial,abund,2.8662873390841948,0.4058080625553551,0.00206582027298177,Abund. (log10)
